num_Windows,parallelism,win_Size,ctxid,step,operatorID,instanceID,window_Start,local_End,window_End,buffer_Interval
4,15,42,0,1,7,10,1490955039421,1490955039498,1490955039794,10
4,15,42,0,1,7,14,1490955039235,1490955039325,1490955039608,10
4,15,42,0,1,7,13,1490955039235,1490955039339,1490955039608,10
4,15,42,0,1,7,12,1490955039235,1490955039338,1490955039608,10
4,15,42,0,1,7,9,1490955039421,1490955039505,1490955039794,10
4,15,42,0,1,7,11,1490955039421,1490955039503,1490955039794,10
4,15,42,0,1,7,8,1490955039445,1490955039528,1490955039792,10
4,15,42,0,1,7,6,1490955039445,1490955039534,1490955039792,10
4,15,42,0,1,7,0,1490955039419,1490955039515,1490955039792,10
4,15,42,0,1,7,7,1490955039445,1490955039560,1490955039796,10
4,15,42,0,1,7,1,1490955039422,1490955039499,1490955039792,10
4,15,42,0,1,7,2,1490955039421,1490955039493,1490955039795,10
4,15,42,0,1,7,3,1490955039427,1490955039573,1490955039819,10
4,15,42,0,1,7,4,1490955039428,1490955039524,1490955039819,10
4,15,42,0,1,7,5,1490955039427,1490955039536,1490955039820,10
4,15,42,1,1,7,6,1490955040620,1490955040668,1490955042100,10
4,15,42,1,1,7,8,1490955040625,1490955040672,1490955042100,10
4,15,42,1,1,7,7,1490955040843,1490955040862,1490955042100,10
4,15,42,1,1,7,12,1490955040580,1490955040604,1490955041919,10
4,15,42,1,1,7,2,1490955039985,1490955040003,1490955042103,10
4,15,42,1,1,7,13,1490955040640,1490955040658,1490955041919,10
4,15,42,1,1,7,14,1490955040660,1490955040675,1490955041919,10
4,15,42,1,1,7,0,1490955039974,1490955040004,1490955042103,10
4,15,42,1,1,7,1,1490955040013,1490955040031,1490955042103,10
4,15,42,1,1,7,10,1490955039968,1490955039989,1490955042105,10
4,15,42,1,1,7,3,1490955040681,1490955040707,1490955042104,10
4,15,42,1,1,7,11,1490955039990,1490955040014,1490955042106,10
4,15,42,1,1,7,5,1490955040696,1490955040717,1490955042104,10
4,15,42,1,1,7,9,1490955039998,1490955040033,1490955042106,10
4,15,42,1,1,7,4,1490955040775,1490955040791,1490955042104,10
4,15,42,2,1,7,6,1490955040960,1490955040986,1490955042229,10
4,15,42,2,1,7,7,1490955040961,1490955040995,1490955042230,10
4,15,42,2,1,7,8,1490955040961,1490955040996,1490955042231,10
4,15,42,2,1,7,14,1490955040782,1490955040805,1490955042077,10
4,15,42,2,1,7,13,1490955040782,1490955040806,1490955042077,10
4,15,42,2,1,7,12,1490955040782,1490955040824,1490955042077,10
4,15,42,2,1,7,9,1490955040968,1490955040990,1490955042263,10
4,15,42,2,1,7,10,1490955040968,1490955040990,1490955042263,10
4,15,42,2,1,7,11,1490955040968,1490955040990,1490955042264,10
4,15,42,2,1,7,1,1490955040965,1490955040982,1490955042268,10
4,15,42,2,1,7,0,1490955040966,1490955040984,1490955042268,10
4,15,42,2,1,7,2,1490955040966,1490955040984,1490955042268,10
4,15,42,2,1,7,4,1490955040970,1490955040986,1490955042280,10
4,15,42,2,1,7,5,1490955040970,1490955040994,1490955042280,10
4,15,42,2,1,7,3,1490955040970,1490955040996,1490955042280,10
4,15,42,3,1,7,12,1490955040874,1490955040902,1490955042210,10
4,15,42,3,1,7,14,1490955040874,1490955040903,1490955042210,10
4,15,42,3,1,7,5,1490955041072,1490955041107,1490955042396,10
4,15,42,3,1,7,0,1490955041068,1490955041093,1490955042395,10
4,15,42,3,1,7,3,1490955041073,1490955041110,1490955042396,10
4,15,42,3,1,7,10,1490955041067,1490955041088,1490955042401,10
4,15,42,3,1,7,9,1490955041067,1490955041091,1490955042401,10
4,15,42,3,1,7,2,1490955041070,1490955041096,1490955042397,10
4,15,42,3,1,7,11,1490955041072,1490955041096,1490955042401,10
4,15,42,3,1,7,1,1490955041075,1490955041099,1490955042400,10
4,15,42,3,1,7,8,1490955041054,1490955041072,1490955042390,10
4,15,42,3,1,7,7,1490955041060,1490955041096,1490955042390,10
4,15,42,3,1,7,6,1490955041059,1490955041096,1490955042397,10
4,15,42,3,1,7,4,1490955041074,1490955041128,1490955042413,10
4,15,42,3,1,7,13,1490955040874,1490955040918,1490955042235,10
4,15,42,0,2,7,6,1490955039793,1490955040619,1490955042565,10
4,15,42,0,2,7,12,1490955039609,1490955040570,1490955042396,10
4,15,42,0,2,7,13,1490955039608,1490955040640,1490955042396,10
4,15,42,0,2,7,14,1490955039609,1490955040652,1490955042396,10
4,15,42,0,2,7,3,1490955039820,1490955040680,1490955042581,10
4,15,42,0,2,7,5,1490955039820,1490955040696,1490955042581,10
4,15,42,0,2,7,8,1490955039793,1490955040620,1490955042575,10
4,15,42,0,2,7,4,1490955039824,1490955040774,1490955042581,10
4,15,42,0,2,7,7,1490955039796,1490955040843,1490955042575,10
4,15,42,0,2,7,11,1490955039794,1490955039980,1490955042602,10
4,15,42,0,2,7,10,1490955039794,1490955039962,1490955042602,10
4,15,42,0,2,7,9,1490955039794,1490955039998,1490955042602,10
4,15,42,0,2,7,0,1490955039792,1490955039971,1490955042628,10
4,15,42,0,2,7,1,1490955039792,1490955040007,1490955042628,10
4,15,42,0,2,7,2,1490955039795,1490955039985,1490955042628,10
4,15,42,1,2,7,6,1490955042100,1490955042132,1490955044541,10
4,15,42,1,2,7,8,1490955042100,1490955042134,1490955044541,10
4,15,42,1,2,7,7,1490955042101,1490955042184,1490955044549,10
4,15,42,1,2,7,10,1490955042106,1490955042150,1490955044563,10
4,15,42,1,2,7,11,1490955042106,1490955042156,1490955044563,10
4,15,42,1,2,7,9,1490955042106,1490955042179,1490955044563,10
4,15,42,1,2,7,12,1490955041920,1490955041960,1490955044378,10
4,15,42,1,2,7,14,1490955041919,1490955041972,1490955044378,10
4,15,42,1,2,7,2,1490955042116,1490955042160,1490955044562,10
4,15,42,1,2,7,13,1490955041919,1490955041977,1490955044378,10
4,15,42,1,2,7,0,1490955042106,1490955042220,1490955044562,10
4,15,42,1,2,7,1,1490955042103,1490955042222,1490955044562,10
4,15,42,1,2,7,5,1490955042105,1490955042139,1490955044590,10
4,15,42,1,2,7,3,1490955042105,1490955042161,1490955044590,10
4,15,42,1,2,7,4,1490955042105,1490955042178,1490955044596,10
4,15,42,2,2,7,0,1490955042268,1490955042310,1490955045844,10
4,15,42,2,2,7,1,1490955042268,1490955042325,1490955045844,10
4,15,42,2,2,7,2,1490955042268,1490955042355,1490955045857,10
4,15,42,2,2,7,10,1490955042264,1490955042339,1490955045865,10
4,15,42,2,2,7,8,1490955042232,1490955042272,1490955045862,10
4,15,42,2,2,7,12,1490955042077,1490955042181,1490955045679,10
4,15,42,2,2,7,7,1490955042230,1490955042364,1490955045862,10
4,15,42,2,2,7,14,1490955042077,1490955042204,1490955045679,10
4,15,42,2,2,7,13,1490955042077,1490955042235,1490955045679,10
4,15,42,2,2,7,9,1490955042263,1490955042365,1490955045865,10
4,15,42,2,2,7,5,1490955042284,1490955042323,1490955045865,10
4,15,42,2,2,7,6,1490955042230,1490955042334,1490955045862,10
4,15,42,2,2,7,3,1490955042282,1490955042339,1490955045880,10
4,15,42,2,2,7,4,1490955042282,1490955042366,1490955045886,10
4,15,42,2,2,7,11,1490955042264,1490955042366,1490955045883,10
4,15,42,3,2,7,6,1490955042397,1490955042438,1490955046929,10
4,15,42,3,2,7,8,1490955042390,1490955042440,1490955046929,10
4,15,42,3,2,7,7,1490955042390,1490955042488,1490955046929,10
4,15,42,3,2,7,11,1490955042401,1490955042447,1490955046934,10
4,15,42,3,2,7,0,1490955042395,1490955042437,1490955046932,10
4,15,42,3,2,7,10,1490955042401,1490955042448,1490955046935,10
4,15,42,3,2,7,5,1490955042397,1490955042436,1490955046934,10
4,15,42,3,2,7,9,1490955042401,1490955042478,1490955046936,10
4,15,42,3,2,7,3,1490955042397,1490955042445,1490955046934,10
4,15,42,3,2,7,4,1490955042413,1490955042468,1490955046934,10
4,15,42,3,2,7,12,1490955042211,1490955042250,1490955046749,10
4,15,42,3,2,7,14,1490955042210,1490955042298,1490955046749,10
4,15,42,3,2,7,13,1490955042236,1490955042301,1490955046749,10
4,15,42,3,2,7,2,1490955042397,1490955042441,1490955046934,10
4,15,42,3,2,7,1,1490955042400,1490955042452,1490955046935,10
4,15,42,0,3,7,0,1490955042628,1490955042728,1490955048014,10
4,15,42,0,3,7,2,1490955042628,1490955042735,1490955048014,10
4,15,42,0,3,7,1,1490955042633,1490955042780,1490955048014,10
4,15,42,0,3,7,11,1490955042603,1490955042645,1490955048018,10
